108|4|5|"Аптека №04 ТОВ Пассат ЛТД"|Оптима-фарм|21642228|32642439|2021-04-29|962.47|62.97|2021-06-29||3|
107|4|5|"Аптека №04 ТОВ Пассат ЛТД"|Оптима-фарм|21642228|32642415|2021-04-29|9279.20|0.00|2021-05-27||3|
106|4|5|"Аптека №04 ТОВ Пассат ЛТД"|Оптима-фарм|21642228|32642414|2021-04-29|92.84|0.00|2021-07-28||3|
105|4|10|"Аптека №09 ТОВ Пассат ЛТД"|БаДМ|31816235|80808495-2|2021-04-28|51.65|0.00|2021-05-24||3|
104|4|10|"Аптека №09 ТОВ Пассат ЛТД"|БаДМ|31816235|80808495-1|2021-04-28|102.22|17.04|2021-05-24||3|
103|4|8|"Аптека №07 ТОВ Пассат ЛТД"|Фито-Лек|21194014|52597/2|2021-04-28|82.10|0.00|2021-05-29||3|
102|4|10|"Аптека №09 ТОВ Пассат ЛТД"|БаДМ|31816235|80808495-2|2021-04-28|51.65|0.00|2021-05-24||3|
101|4|10|"Аптека №09 ТОВ Пассат ЛТД"|БаДМ|31816235|80808495-3|2021-04-28|5572.73|364.57|2021-05-24||3|
100|4|8|"Аптека №07 ТОВ Пассат ЛТД"|Фито-Лек|21194014|52597/2|2021-04-28|82.10|0.00|2021-05-29||3|
94|4|8|"Аптека №07 ТОВ Пассат ЛТД"|Фито-Лек|21194014|52597/1|2021-04-28|1066.88|69.80|2021-05-29||3|
92|4|9|"Аптека №08 ТОВ Пассат ЛТД"|"Медицинский центр МТК"|21633086|413797|2021-04-28|1403.14|233.86|2021-05-29||3|
91|4|14|"Аптека №13 ТОВ Пассат ЛТД"|Долфи-Украина|37068787|321120|2021-04-28|426.93|27.93|2021-06-12||3|
90|4|14|"Аптека №13 ТОВ Пассат ЛТД"|Оптима-фарм|21642228|32639000|2021-04-29|218.70|36.45|2021-05-27||3|
89|4|14|"Аптека №13 ТОВ Пассат ЛТД"|Оптима-фарм|21642228|32638999|2021-04-29|4079.77|266.90|2021-05-27|"логуфен 750 грн"|3|
88|4|14|"Аптека №13 ТОВ Пассат ЛТД"|Оптима-фарм|21642228|32638998|2021-04-29|265.42|17.36|2021-08-27||3|
87|4|12|"Аптека №11 ТОВ Пассат ЛТД"|Оптима-фарм|21642228|32637532|2021-04-29|1382.69|230.45|2021-05-27||3|
86|4|12|"Аптека №11 ТОВ Пассат ЛТД"|Оптима-фарм|21642228|32637531|2021-04-29|4707.88|307.99|2021-05-27||3|
85|4|12|"Аптека №11 ТОВ Пассат ЛТД"|Оптима-фарм|21642228|32637499|2021-04-29|853.31|0.00|2021-05-27||3|
84|4|14|"Аптека №13 ТОВ Пассат ЛТД"|_Перемещение||1936|2021-04-29|532.30|34.82|2021-05-29|"на А11"|3|
83|4|14|"Аптека №13 ТОВ Пассат ЛТД"|_Перемещение||1935|2021-04-29|156.50|10.24|2021-05-29|"на А7 БАВАРИЯ"|3|
82|4|14|"Аптека №13 ТОВ Пассат ЛТД"|_Перемещение||1935|2021-04-29|156.50|10.24|2021-05-29|"на А7 БАВАРИЯ"|3|
81|4|14|"Аптека №13 ТОВ Пассат ЛТД"|_Перемещение||1934|2021-04-29|785.40|51.38|2021-05-29|"на Ап-5"|3|
80|4|13|"Аптека №12 ТОВ Пассат ЛТД"|БаДМ|31816235|80794767-5|2021-04-28|1264.21|82.71|2021-07-28||3|
79|4|13|"Аптека №12 ТОВ Пассат ЛТД"|БаДМ|31816235|80794767-4|2021-04-28|10072.69|658.96|2021-05-24||3|
78|4|13|"Аптека №12 ТОВ Пассат ЛТД"|БаДМ|31816235|80794767-3|2021-04-28|170.88|11.18|2021-06-28||3|
77|4|13|"Аптека №12 ТОВ Пассат ЛТД"|БаДМ|31816235|80794767-2|2021-04-28|1037.63|0.00|2021-05-24||3|
76|4|13|"Аптека №12 ТОВ Пассат ЛТД"|БаДМ|31816235|80794767-1|2021-04-28|620.28|103.38|2021-05-24||3|
75|4|13|"Аптека №12 ТОВ Пассат ЛТД"|Фито-Лек|21194014|100052619/1|2021-04-28|412.33|68.72|2021-05-28||3|
74|4|13|"Аптека №12 ТОВ Пассат ЛТД"|Фито-Лек|21194014|100052619/2|2021-04-28|756.64|49.50|2021-05-28||3|
73|4|18|"Аптечный пункт №4 ТОВ Пассат ЛТД"|Оптима-фарм|21642228|32641357|2021-04-29|194.53|32.42|2021-05-27||3|
72|4|18|"Аптечный пункт №4 ТОВ Пассат ЛТД"|Оптима-фарм|21642228|32641357|2021-04-29|194.53|32.42|2021-05-27||3|
71|4|12|"Аптека №11 ТОВ Пассат ЛТД"|Вента.ЛТД|21947206|7223421|2021-04-28|1627.12|106.45|2021-05-28||3|
70|4|8|"Аптека №07 ТОВ Пассат ЛТД"|Оптима-фарм|21642228|32647282|2021-04-29|16979.58|1110.81|2021-05-27||3|
69|4|12|"Аптека №11 ТОВ Пассат ЛТД"|Вента.ЛТД|21947206|7223420|2021-04-28|77.95|0.00|2021-05-28||3|
68|4|12|"Аптека №11 ТОВ Пассат ЛТД"|Вента.ЛТД|21947206|7223419|2021-04-28|367.08|61.18|2021-05-28||3|
67|4|9|"Аптека №08 ТОВ Пассат ЛТД"|Евромикс|24998380|8586|2021-04-29|98.36|16.39|2021-05-29||3|
66|4|8|"Аптека №07 ТОВ Пассат ЛТД"|Оптима-фарм|21642228|32647281|2021-04-29|694.97|45.47|2021-06-29||3|
65|4|18|"Аптечный пункт №4 ТОВ Пассат ЛТД"|Оптима-фарм|21642228|32641356|2021-04-29|9521.93|622.93|2021-05-27||3|
64|4|18|"Аптечный пункт №4 ТОВ Пассат ЛТД"|Оптима-фарм|21642228|32641345|2021-04-29|1470.84|0.00|2021-05-27||3|
63|4|8|"Аптека №07 ТОВ Пассат ЛТД"|Оптима-фарм|21642228|32647272|2021-04-29|3096.09|0.00|2021-05-27||3|
62|4|8|"Аптека №07 ТОВ Пассат ЛТД"|Оптима-фарм|21642228|32647283|2021-04-29|1143.74|74.82|2021-05-27||3|
61|4|8|"Аптека №07 ТОВ Пассат ЛТД"|Оптима-фарм|21642228|32647284|2021-04-29|365.66|60.94|2021-05-27||3|
60|4|13|"Аптека №12 ТОВ Пассат ЛТД"|Оптима-фарм|21642228|32646405|2021-04-29|1721.36|0.00|2021-05-27||3|
59|4|13|"Аптека №12 ТОВ Пассат ЛТД"|Оптима-фарм|21642228|32646416|2021-04-29|2243.06|373.84|2021-05-27||3|
58|4|13|"Аптека №12 ТОВ Пассат ЛТД"|Оптима-фарм|21642228|32646415|2021-04-29|23884.40|1562.53|2021-05-27||3|
57|4|8|"Аптека №07 ТОВ Пассат ЛТД"|"Медицинский центр МТК"|21633086|413743|2021-04-28|467.71|77.95|2021-05-29||3|
56|4|8|"Аптека №07 ТОВ Пассат ЛТД"|"Медицинский центр МТК"|21633086|414469|2021-04-28|2056.01|134.51|2021-05-29||3|
55|4|8|"Аптека №07 ТОВ Пассат ЛТД"|"Медицинский центр МТК"|21633086|410533|2021-04-28|2111.00|0.00|2021-05-29||3|
54|4|8|"Аптека №07 ТОВ Пассат ЛТД"|"Медицинский центр МТК"|21633086|414467|2021-04-28|612.00|0.00|2021-05-29||3|
53|4|8|"Аптека №07 ТОВ Пассат ЛТД"|Томаш|25184975|92339|2021-04-29|311.60|0.00|2021-05-29||3|
52|4|8|"Аптека №07 ТОВ Пассат ЛТД"|Томаш|25184975|92340|2021-04-29|776.29|50.79|2021-05-29||3|
51|4|12|"Аптека №11 ТОВ Пассат ЛТД"|БаДМ|31816235|80788784-1|2021-04-28|2088.94|348.16|2021-05-24||3|
50|4|12|"Аптека №11 ТОВ Пассат ЛТД"|БаДМ|31816235|80788784-1|2021-04-28|2088.94|348.16|2021-05-24||3|
49|4|18|"Аптечный пункт №4 ТОВ Пассат ЛТД"|"Медицинский центр МТК"|21633086|410365|2021-04-28|2677.65|175.17|2021-05-19||3|
48|4|18|"Аптечный пункт №4 ТОВ Пассат ЛТД"|"Медицинский центр МТК"|21633086|410365|2021-04-28|2677.65|175.17|2021-05-19||3|
47|4|5|"Аптека №04 ТОВ Пассат ЛТД"|БаДМ|31816235|80792598-5|2021-04-28|17689.51|1157.26|2021-05-24||3|
46|4|5|"Аптека №04 ТОВ Пассат ЛТД"|БаДМ|31816235|80792598-4|2021-04-28|1420.78|92.95|2021-06-28||3|
45|4|5|"Аптека №04 ТОВ Пассат ЛТД"|БаДМ|31816235|80792598-3|2021-04-28|1432.14|0.00|2021-06-28||3|
44|4|21|"Аптечный пункт №7 ТОВ Пассат ЛТД"|Арсенал|36036047|13721|2021-04-29|669.96|111.66|2021-05-28||3|
43|4|5|"Аптека №04 ТОВ Пассат ЛТД"|БаДМ|31816235|80792598-2|2021-04-28|512.04|0.00|2021-06-28||3|
42|4|5|"Аптека №04 ТОВ Пассат ЛТД"|БаДМ|31816235|80792598-1|2021-04-28|843.71|139.62|2021-05-24||3|
41|4|21|"Аптечный пункт №7 ТОВ Пассат ЛТД"|Вента.ЛТД|21947206|7221022|2021-04-27|282.12|47.02|2021-05-27||3|
40|4|21|"Аптечный пункт №7 ТОВ Пассат ЛТД"|Вента.ЛТД|21947206|7221024|2021-04-27|2835.14|185.48|2021-05-27||3|
39|4|21|"Аптечный пункт №7 ТОВ Пассат ЛТД"|Вента.ЛТД|21947206|7221023|2021-04-27|155.90|0.00|2021-05-27||3|
38|4|21|"Аптечный пункт №7 ТОВ Пассат ЛТД"|Вента.ЛТД|21947206|7221022|2021-04-27|282.12|47.02|2021-05-27||3|
37|4|21|"Аптечный пункт №7 ТОВ Пассат ЛТД"|БаДМ|31816235|80789069-1|2021-04-28|468.80|0.00|2021-05-24||3|
36|4|9|"Аптека №08 ТОВ Пассат ЛТД"|"Компани БИР ЧП"|41318643|13274|2021-04-29|1277.14|212.86|2021-05-20||3|
35|4|9|"Аптека №08 ТОВ Пассат ЛТД"|Імунолог|13303050|1111|2021-04-29|1111.00|11.00|2021-04-29|Тест|3|
